GaiaDR3_ID,st_age,st_ageerr1,st_ageerr2
3807826337147474176,8.8,1.7,-1.2
38127013099258880,6.5,1.3,-1.3
3815937670648091392,7.4,4.4,-4.2
382111248777193216,0.53,0.004,-0.004
3823126385045210880,3.61,0.86,-0.86
3830897080395058048,2.7,0.4,-0.4
385697172809355392,0.17,0.01,-0.01
3868491612036282752,5.8,1,-0.8
3868603216762016256,3,2,-2
3877070590167177344,7.53,1.3,-0.99
3895649725336884736,5.2,4.75,-2.75
3905603054348141440,3,0.8,-0.6
3924009634910406912,7.41,3.81,-2.52
3948424496764080640,8.1,4,-4
3955257343054729984,1.41,0.14,-0.14
3962403923821595264,5.9,4.9,-4
3977050728669174912,7.39,3.05,-3.05
3979511431397114752,7.4,4.5,-4.7
3980045523465047168,0.7,0.1,-0.1
3988689609004982912,0.48,0.15,-0.15
3994047048130880384,5,NULL,NULL
3997075206232885888,3.9,2.6,-2.03
4009018273332089088,11,2,-2
4021079911593673600,7.87,5,-5
402396521052843264,3.1,0.4,-0.4
4031575166693272832,1.4,0.12,-0.16
4042548116644168832,2.1,2.7,-1.5
404433018447476096,3,3.8,-2.1
4048015133392824064,0.006,NULL,NULL
4048636941542753152,7,6,-1.6
4050284898932499072,11,4,-4
4062446910648807168,1.6,0.7,-0.7
407530931116600320,7.6,4.2,-4.9
4154598526336121600,7.4,4.5,-4.9
415703635408772480,0.7,0.65,-0.65
4177560894633502720,2.5,0.7,-1
4184182737768311296,3,0.25,-0.25
4199396753205879040,4.3,4,-4
4207586980945067648,0.0051,0.0024,-0.0013
4213081309275729792,6.1,1.3,-1.3
4216036349838071424,10.2,2.5,-3.3
4216059714460162944,8.1,4,-4.8
4233021433662981760,3.8,2.6,-2.1
424427538624760576,1.35,0.35,-0.28
4255957040079935488,10.7,1,-1
4256135160951556480,6.73,2.8,-2.8
4261265619668314624,6.99,0.71,-0.71
4263427117767106816,2.2,0.6,-0.6
4263752921128319616,3,NULL,NULL
426758571995216768,4.7,3.1,-1.3
4270547520706275328,2,0.8,-0.8
4270573397890617856,5.31,2.47,-1.68
427224073427887360,1.3,0.7,-0.7
4275421969292868224,2.32,1.27,-1.27
4283597937777249408,7.2,1.5,-1
428360006379022592,0.3,0.1,-0.1
4284680029006075648,12,1.5,-1.5
4284721191974346752,4.21,2.72,-2.72
4285073581136130560,4.5,3.5,-3.5
4285511294172309504,2,1,-1
4285571629874670080,6,3,-3
4285572454508522496,3.3,2,-2
4285689616891369600,4.5,1.8,-2
4286437357841760000,8.6,1.8,-0.9
4287820848378092672,2.7,3.2,-2.7
4287832775526476800,3,NULL,NULL
430269136520563200,2.31,0.58,-0.19
4321678767076043264,3.43,0.71,-0.71
432549871529588608,7.9,3.7,-3.9
4342464209753404416,5.13,2.12,-1.33
439327501725338752,2.34,1.2,-0.8
4432401099808805888,4.28,0.68,-0.68
4439085988769170432,4,1,-1
4459907547841472128,2.41,0.81,-0.81
4474644332250439552,9,1.7,-1.7
4477300378701511296,3,3.7,-2.4
4477340334766250496,2.1,0.6,-0.5
4485937214320449280,1.25,1.1,-1.1
4524517290642206336,4.1,3.5,-2.6
4525545299652540672,8,1,-1
4531901709506539776,4.1,1.5,-1.1
4535299582687857920,2.51,0.78,-0.65
4540061704989418240,8.38,4.06,-4.06
454187981188647168,3.3,2.2,-1.7
4548496986402688384,9,4,-4
4558177980124887936,1.77,0.88,-0.68
4564566554995619072,3.97,0.75,-0.75
457317534880081152,0.27,0.09,-0.15
4575374857376398976,8.6,4.8,-4.8
4582680493669880704,9.58,1.99,-1.55
4593808272896243328,5.3,2.3,-1.9
4596481632339898240,0.6,1.4,-0.35
4597447518944594176,2,NULL,NULL
4606416269652179328,5.1,2.8,-2.8
4608935250790855296,2.2,0.1,-0.1
4609131509318715136,0.9,2.8,-0.8
4610267648427698816,3.8,5.5,-2.7
4613145315172329984,2.52,0.89,-0.82
4617759514501503616,3,1.1,-1.1
4619238087059206784,4.6,1.5,-1.5
4619939536821435904,4,2.3,-2.7
4620009665047355520,0.21,0.027,-0.027
4620574887039870720,6.7,4.9,-4.7
4620844400530949376,1.5,0.2,-0.2
4623036865373793408,2.98,1.4,-1.3
4623036865373793408,3.92,1.03,-0.98
4624979393181971328,12.82,0.73,-1.4
4632865331094140928,2.5,0.3,-0.3
4638853885598035968,2.94,0.6,-0.6
4640654168385886592,6.5,2.1,-2.1
4641274773980363520,6.4,4.4,-3.9
4641274773980363520,7.48,3.32,-3.33
4651366263526130816,1.823,0.3,-0.331
4657949756881138176,0.7,0.8,-0.5
4665704096987467776,3.73,0.62,-0.62
4668163021600295552,3.2,0.9,-0.9
4670023700215616768,4.802,0.619,-0.619
4672607178880426624,8,2.5,-2.5
4673947174316727040,3.8,3.7,-3.7
4675222436007028608,6.56,1.94,-1.94
4675576135153914368,6.2,0.5,-0.5
4679529738448820608,9.8,2.5,-3
4680527991927519744,4.9,1.2,-1.1
4680773217379728128,4.508,0.788,-0.788
4683737294569921664,6.8,2.9,-2.5
4684205720883329920,1.31,0.34,-0.47
4684513614202233728,4.7,2.7,-2
4697508196671120000,1.2,0.7,-0.7
4698692748651744128,6.8,4.4,-4.1
4699702272124241152,9.4,5.8,-5.8
470650560779277952,0.97,0.36,-0.29
4707634458245031552,4.51,0.5,-0.5
4710594412266148352,3.2,3.8,-1.5
471536354830504448,5.5,1.2,-1
4715813347286590080,5.7,1.7,-1.7
4724771790072689664,6.1,4.7,-4.7
4727755005637190016,1.79,0.91,-0.73
4728513943538448512,0.4,0.1,-0.1
47316005432912256,0.017,NULL,NULL
4733035238430992768,2.6,1.2,-1.2
474143193821024256,6,1.1,-1.1
4743692151804240896,7.2,4.8,-4.8
4758877919212831104,4.5,NULL,NULL
4758931211166869632,3.99,4.3,-2.6
4762582895440787712,0.8,1.2,-0.6
4781553628548774656,6,1.3,-1.3
4783664690873269888,5.9,5,-4.2
4785886941312921344,1.1,0.9,-1
4799563663371481344,2.5,0.5,-0.5
4816462091938129408,6.39,1.93,-1.6
4819647205326045824,9.97,2.58,-2.58
4822916912388338176,7,2,-2
4837286842168217088,0.7,NULL,NULL
4840050395924931968,4.01,2.892,-2.892
4844691297067063424,0.12,NULL,NULL
4847732649308331648,5.3,1.1,-1.1
4848140361962951552,7,0.5,-0.5
4848767461548943104,2.5,1,-1
4851398799032507776,0.5,NULL,NULL
4859136199796131200,2.7,6.8,-2.7
4864160624337973248,7,2,-3
4864759888238232320,3.4,0.95,-0.95
4870809920906672384,2.5,1.4,-1.5
4873225513593736960,9.22,1.41,-1.4
4873830691665395584,3.28,4.23,-3.56
4875693023844840448,9.77,0.25,-0.54
4877426575724467456,4.6,8.7,-4
4877544322252002048,2.1,1,-1
4880032624440826112,4.8,4,-4
4886243456388510720,7.2,2.2,-3.1
4886825544715697792,10.29,1.57,-1.48
4890849134501995392,8.9,0.31,-0.41
4890874702443960832,6.14,0.3,-0.3
4891362198412001408,10.3,1.1,-1.1
4895489043507741440,0.57,0.14,-0.14
4899428146994060800,3.6,2.6,-1.9
490410811948906752,2,0.4,-0.4
4904279261014267648,3.02,0.11,-0.11
4904523077718046720,7.7,2.7,-2.7
4906145613282734208,2.3,1.2,-1.2
4910452812646300544,2.9,0.7,-0.7
4912580642524184960,1.4,0.9,-0.9
4919770108539385472,10.5,1.4,-2
4919771654727611008,3,3.4,-2.1
4923860051276772608,4.1,4.3,-2.8
4955371367334610048,1.57,1.4,-0.94
4963614887043956096,0.035,0.005,-0.005
4968289907406396160,7.5,1.7,-2.8
4973621989046219008,5.5,3.1,-3.1
497653157602636928,5.83,2.58,-2.58
497750842338402560,2.1,1.3,-1
4990044668377961984,8,26,-8
4999067471248893952,8.07,4.12,-4.12
5001098681543159040,7,4,-4
5019835424832215424,0.8,NULL,NULL
502835190261902464,0.113,0.015,-0.015
5040416186560252416,0.12,0.01,-0.01
5044029491007060608,9,3,-3
5048310370810634624,8.5,3,-3
5049575943053753088,6.3,4.7,-4.7
5057924844082070016,6.8,2.5,-2
5064574724769475968,2,0.6,-0.6
5068777809824976256,9.6,3.8,-3.9
5078704372599743104,4.1,2.7,-2.7
5082914338199586560,14.9,3.3,-4.3
5094406193214399616,2.5,1.5,-1.1
5097529733950580736,5.9,1.7,-1.7
5098036746249924224,5.5,3,-3
5110565749968529024,1.2,1,-0.8
5124636303346779008,4,9.5,-2.8
5124636303346779008,6.2,4.7,-4.7
5137855525488932864,2.5,0.9,-0.9
5140454049422547200,6,2.4,-2.3
515574853541230720,2.9,0.4,-0.4
5164707970261890560,0.6,0.2,-0.2
5172202413314737152,7.71,1.45,-1.46
5178405479961698048,6.2,4,-3.5
5183875103632956032,0.022,0.006,-0.006
51886335968692480,0.02,0.01,-0.01
51914888911355776,0.025,0.025,-0.01
5192364501633274880,2.6,0.2,-0.2
5197568146570178176,3.88,0.82,-0.54
5201128124701636864,0.003,NULL,NULL
5201175987817179136,0.002,NULL,NULL
5201360671411974912,0.002,0.002,-0.002
5213167330349528064,0.475,0.325,-0.325
5214002100193281920,2,3,-3
5214209564293214208,3.901,0.699,-0.699
5220639164696365312,7.847,1.191,-1.191
5227928170880093568,7,1.7,-2.2
5231963962676292224,0.017,0.004,-0.004
5233604915060520576,0.0055,0.0045,-0.0045
52359538285081728,10.9,5.8,-5.8
5241964708164136192,1.2,1.5,-1.1
5244434756689177088,5.3,2.7,-2.7
5251470948229949568,0.035,0.007,-0.004
525352325110310400,6.1,3.1,-3.1
5262666416118954368,6.2,3.2,-2.2
5262709709389254528,2.346,0.425,-0.901
5264331179802870016,3.9,3.6,-2.5
5268547016621360768,0.42,0.14,-0.14
5271055243163629056,4.94,0.28,-0.28
5274517467840296832,2.1,0.6,-0.6
5275527747228841344,10.4,3.3,-3.3
5280444557068991616,2.3,0.8,-0.8
5282270085669557504,10,2,-2
5284358990266469760,0.83,0.25,-0.28
5288681857665822080,0.7,NULL,NULL
5289275864525400704,10,2.9,-3.6
53006669599267328,13.5,0.4,-0.9
5305241494923209856,9.8,2.6,-3
5313031504751276032,2.92,0.8,-0.73
5325498111172934784,4.2,5.1,-3
5340648488081462528,9.5,4.3,-5.7
5342880462319699200,0.95,0.14,-0.14
5351820556994135296,2.14,0.66,-0.52
5362352744504000256,9.3,5.5,-5.5
5376137837173646208,5.908,1.051,-1.051
5378886891123024512,6.88,4.27,-4.27
5380888758195682944,1,0.9,-0.9
5381537023379295232,9,3,-3
5382970374226953600,10.8,9,-9
5385076140853434752,4.23,2.65,-1.59
538759464958942208,0.45,0.43,-0.021
5387844681072434944,2.7,1.3,-1.8
5388416255319817856,1.6,0.1,-0.1
5391813299572883456,3.3,1.3,-1.3
5392409372314518656,4.4,1.5,-3.1
5397086969654628864,4.77,3.56,-0.91
5401358469249455104,5.733,0.391,-0.391
5401743332678544640,1.745,0.995,-0.995
5402390257832925952,12.5,1.3,-2.4
5405557504184474496,0.94,0.33,-0.31
5409268527708808320,5.4,2.4,-1.5
540977282990133888,5.7,0.4,-0.4
5411736896952029568,6.4,4.1,-3.5
5415648821879172096,0.2,0.4,-0.2
541725187117160960,9.2,1.3,-1.4
5424836719001215360,2.64,2.49,-2.49
5450366519997969536,4.6,2.5,-1.4
5452492082132835840,8.6,0.7,-0.7
5452634262730082176,4.3,4,-4
5452743423618768000,5,NULL,NULL
5453063823882876032,6.8,3.1,-2.4
545560867790611072,3.3,1.2,-1
5458258092906639232,4.5,2.9,-2.9
5461620846141553024,4.4,NULL,NULL
5466556141521710592,12.1,5,-5
5472386851683941376,11.89,0.6,-0.6
5473389537569200896,0.4,0.1,-0.1
547375547309768064,6.7,1.8,-1.8
5480006192386819456,0.5,0.25,-0.25
5481210874877547904,10.1,1.4,-1.4
5486322710592888064,6.7,0.4,-0.6
5489726768531119616,3.6,3.1,-2.3
5495052596695570816,0.03,NULL,NULL
5509620021956148736,5,0.2,-0.2
5513558648705418368,7.23,0.41,-0.55
5514929155583865216,1,NULL,NULL
5516690878153930240,0.9,0.2,-0.2
5517037434775143808,0.0156,0.0041,-0.0037
5524780333100885888,1.7,0.3,-0.3
553480551264062848,3,0.6,-0.3
5540006949934104448,0.919,0.733,-0.733
5545555570947605376,9.5,2.6,-2.8
5551551998119947648,4.201,0.625,-0.625
5555500000779464448,3.96,1.77,-1.77
5560886336446650240,5.11,0.8,-0.8
5565050255701441664,1.11,0.14,-0.14
5565208310497615232,2.64,0.5,-0.5
5566108398204103424,11,2,-2
5574111674620962688,8.235,4.386,-4.386
55752218851048320,8.4,1.9,-1.9
5579783574073770112,2.391,0.633,-0.633
5579783574073770112,2.4,0.56,-0.56
5580554052549277056,1.99,0.55,-0.4
5582647836223843840,2.17,0.16,-0.11
5583523425437258240,1.2,1.2,-0.7
5590415817155428224,0.03,0.02,-0.02
5590921485126584832,0.034,0.003,-0.003
5592019557950033536,0.4,0.29,-0.13
5603100779728361088,3.26,0.83,-0.83
5605119586158973440,0.81,0.5,-0.33
5605481703444311040,2.06,0.3,-0.3
5608644895310998272,4.74,0.7,-0.51
5619121248267202688,2.8,0.1,-0.6
562109759036198272,0.83,1.1,-0.58
5631530950664938240,1.2,1.5,-1.1
5632704511826797824,1.861,0.097,-0.18
5643762781311698048,2.2,2.1,-2.1
5656896924435896832,4.04,0.62,-0.94
5660492297395345408,4.6,3.7,-2.7
5664957444179338240,2.1,0.9,-0.9
5673934548598976256,6,NULL,NULL
5674618444832114304,2,NULL,NULL
567664766657362304,5.5,2.4,-2.4
5678340222972504832,0.96,0.6,-0.6
568619413331898240,4.7,4.2,-3.1
569673024645542528,7.7,2.2,-2.1
5701679002245319296,2.1,0.3,-0.3
570653411060484480,2.9,2.1,-1.5
5707456527828738048,4.4,2.8,-2
5707485527450614656,5.4,4.6,-4.6
5710154317045164416,7.3,3.6,-3.5
571488283984760960,1,NULL,NULL
5715145275211633792,1.07,0.75,-0.55
5723772524469252096,3.802,0.779,-0.779
5726982995343100928,7,3,-3
5735664051960550144,5.9,3,-3
5738284016370287616,7.2,4.6,-4.7
5746824674801810816,0.48,0.19,-0.19
5750936092375254016,1.4,1.5,-3.4
5765748511163751936,0.25,0.05,-0.07
5772442647192375808,0.8,NULL,NULL
5795534040654879744,3.4,3.8,-2.3
5798962867668048768,7.3,3.6,-3.4
581100382135253760,2.1,2.6,-1.1
5820908638718592256,0.4,0.6,-0.3
5831054382288870912,6.36,4.33,-4.33
583455604761166848,5.2,1.8,-0.7
58372904816938240,9,3,-4
5838450865699668736,0.027,0.003,-0.003
5842480953772012928,0.011,0.002,-0.002
5842782219960409728,4.9,4.1,-4.1
5847114914267582848,1.8,2.1,-1.2
5864061893213196032,0.0167,0.0014,-0.0014
5880886001621564928,7.5,1.8,-2.9
5898641087150340224,9.67,1.333,-1.333
5902750168276592256,12.3,1.2,-2.9
5909085279371278336,8.1,2.4,-2.4
5911182735242698496,3.7,2,-1.8
5927041953543630592,5.8,4.8,-3.9
5939949051801737472,1.622,1.369,-1.369
5945941905576552064,5.7,0.6,-0.6
5949553973093167104,1.14,NULL,NULL
5951824121022278144,0.55,0.45,-0.45
596931979481073152,8,NULL,NULL
5971244451311982336,0.02,0.004,-0.004
5975663354131618304,2,NULL,NULL
5984530842395365248,2.2,0.61,-0.28
5986650013613194624,4.7,2.3,-1.8
5989042791436795648,2.1,1.5,-1.1
5991331601015519104,2.942,2.749,-2.749
6000000322464144896,4.4,0.9,-0.9
600750922666388992,7.5,4.4,-4.7
600859258922054272,7.5,4,-3.2
6009538585839374336,3.2,2.8,-2.8
6011522757643074304,0.001,0.001,-0.001
601199802584914816,3.4,2.2,-1.4
601480723509077632,6.2,4.9,-4.2
6018047019138644480,0.3,NULL,NULL
6024733935303422208,4,3,-3
602494855483616256,7.6,4.2,-4.6
6027376203516634112,4.51,0.4,-1.21
6029992663310612096,8,2,-2
6032746832450438400,1.09,1.5,-0.78
6040105283968486144,0.018,0.003,-0.003
6045818685674325760,0.0113,0.0003,-0.0003
6047587937321868288,0.0027,0.0025,-0.0025
6048608906890968960,0.0075,0.0025,-0.0025
6048935358761628288,0.0076,0.0041,-0.025
604903468852379904,4.3,0.4,-0.4
6049072007438134272,0.0021,0.0079,-0.0018
6049072213596652288,0.002,0.001,-0.001
6049407594709184256,5,2,-2
6055854551117476480,0.015,0.006,-0.006
605593554127479936,7.4,4.4,-4.8
6056675572727076736,8,3.8,-4.1
606477252238780160,2.67,1.2,-1.2
60684353135617792,5.84,2.42,-2.42
6070080754075553792,0.014,0.004,-0.004
6072902994276659200,0.013,0.002,-0.002
6080301367488384896,4.3,4,-4
6086712585429729536,1.79,0.28,-0.28
6087996849371141248,7.96,2.97,-2.26
6099000589942631424,3,2,-2
6099012478412247296,7.2,4.3,-4.4
6105713692544123520,0.015,0.002,-0.002
6110141563309613056,0.0054,0.001,-0.001
6112606840179716096,2,NULL,NULL
6113920619134019456,0.017,0.002,-0.002
6125644402384918784,6.7,4,-5.1
6127982342061605120,2.1,1.3,-1.3
6128363666439822208,0.31,0.33,-0.2
6129327525817451648,3.2,5.5,-2.3
6133384959942131968,4,0.5,-0.5
6134228079203074176,2.3,0.22,-0.22
6139403450370668800,2.2,0.52,-0.52
6139698733664726784,4.4,4.4,-3.4
6144060260072337024,0.51,0.24,-0.24
6144125887169672064,1.894,0.077,-0.077
6147000074988843264,3.3,1.2,-1.2
6154982877300947840,1.29,0.36,-0.27
6157753406084087168,7.5,3,-3
61607255708760960,3.9,2.1,-1.9
6166183842771027328,4.192,2.274,-2.274
6171451912217279872,7.9,0.8,-0.8
6173120554255287808,7,4.7,-4.6
6173435259395017344,4.7,1.1,-1.1
6173451477191225984,7,1,-1
6176542204376734592,5.3,3.4,-3.4
6180035765135232128,10.116,0.344,-0.344
6186950525042445824,1.9,1.3,-1.8
6192360843805622528,7.3,1.67,-1.67
6194574671813047424,11.46,0.79,-1.45
6198312362812872320,5.7,1.9,-1.9
6200734415129509504,7.5,2.4,-2.5
6205812887538362624,0.016,0.0016,-0.0016
6214741299913205888,4.3,1.26,-1.04
6216644481523819776,11.5,1.3,-1.7
6220602384081327104,2.17,0.37,-0.37
6223838830917236224,10,5,-5
6224633983987510528,9.7,NULL,NULL
6224633983987511552,9.7,NULL,NULL
6225252356194921728,5.5,2.5,-2
6226694571859532800,8.4,1.6,-1.4
6230733559097425152,5.4,6.3,-5
6235663460003427200,0.0075,0.0025,-0.0025
623633615066248576,0.8,2.8,-0.7
6237129658760381056,6.7,2.4,-3
6239702034929248512,4.5,1,-1
6242058872466158848,0.01,0.003,-0.003
6243537406369453824,0.005,NULL,NULL
6243841249531772800,0.005,NULL,NULL
6244440552088537600,0.005,NULL,NULL
6245758900889486720,0.0093,0.0011,-0.0013
6249068843209158784,0.003,0.005,-0.002
625078240201245568,5.89,3.88,-2.34
6253186686054822784,0.36,0.49,-0.14
6253844468883543680,4,1.6,-0.8
6255978483510095488,1,NULL,NULL
6258810550587404672,8.3,0.7,-0.7
6259263137059042048,9,0.5,-0.6
6284007337003799552,6.6,1.6,-1.6
6287125101007614080,7.5,1.9,-1.9
6288858347945925504,7.8,5,-5
6305395724382388224,8.03,1.03,-1
6324325225803432320,4.4,3.6,-3.6
6339097679918871168,0.73,0.13,-0.13
6349145498210403840,7.8,3.1,-3
6353376831270492800,3.65,0.23,-0.23
6356417496318028800,0.52,0.26,-0.26
6357524189130820992,2.3,1,-1
6364463103935391232,6.3,4.2,-3.8
6369544118965772416,4.2,2,-2
637329067477530368,1.79,0.3,-0.26
6373308503181838592,5.5,1.9,-1.7
6375983988633147392,4.5,2,-2
6384510877400590336,4.9,1,-1
6387058411482257536,0.045,0.004,-0.004
6407428994690988928,3.8,0.66,-0.79
6411096106487783296,2,NULL,NULL
6412595290592307840,3.5,0.8,-1.3
6426188308031756288,6,3,-4
6427244702486210816,11,0.5,-0.5
6434759761383343744,10.32,1.58,-1.58
6436995652638923392,4.42,1.5,-1.5
643819484617141504,3.35,0.7,-0.7
6441034841743467776,2.13,0.51,-0.51
644224345413418880,3.1,0.6,-0.3
6443054270942726144,10.8,2.1,-3.6
6445881974332225536,8,1.8,-1.3
6454954010413575296,4.3,0.9,-0.9
6458529931463278848,6.99,4.4,-4.4
646125297938578944,2.73,1.3,-0.51
6462994429708755072,9.6,3.7,-5.5
647864446160474624,2.6,2.3,-1.7
6489603813690967808,1.3,NULL,NULL
6491038642006989056,4.08,2.38,-2.38
649852779797683968,0.8,NULL,NULL
6504232472302122624,5.8,4.9,-4.9
650778499868023296,2.2,3.5,-1.6
6515731817739456256,3,NULL,NULL
6517272336609082880,4.3,1.26,-1.26
651935220461650560,0.65,0.15,-0.15
6520880040423258240,6.34,0.42,-2.35
6521531466699512064,10.4,5.1,-3.5
6522218077351129216,10.3,1.9,-1.9
6529471108882243840,5,2.3,-2.3
65315118156520320,3.5,2.2,-0.9
6533307957785865856,5.4,4.4,-4.3
6535747220036134272,1,NULL,NULL
6539037542941988736,0.18,0.14,-0.14
6541360574788758016,0.47,0.17,-0.11
6552346035980010624,5.4,4.9,-4.9
6553614253923452800,2.9,8,-2.2
6562924609150908416,8.1,4.2,-4.2
657756997089784960,7,4,-4
6582435924022652672,8.71,4.12,-4.12
6585082036193768832,5.9,3,-3.4
6586580842340695040,1.95,1.41,-1.11
6592695123423391616,2.84,0.92,-1.12
661192902209491456,5,4,-2
661222279785743616,0.578,0.012,-0.012
661310756111835392,0.79,0.03,-0.03
6614751532833886464,2.1,1.4,-1.4
6632318361397624960,0.118,0.018,-0.016
6633448311454447232,4,4,-2.7
6638230431120193280,5.5,2.6,-1.7
6638412919991750912,11.97,0.42,-0.61
6640676436470581888,6,4.7,-4.7
6640975950310072960,3,1.7,-1.7
6641996571978861440,3.1,1.9,-1.9
664337230586013312,0.75,0.004,-0.007
6655168686921108864,0.2,NULL,NULL
6657994706683397504,4.2,1.5,-1.5
6658373007402886400,8.1,2.9,-4.3
6661242835829891584,6.2,2.8,-2.8
666427539629086976,1.15,0.3,-0.326
6675883485986480256,3.3,1.3,-1.1
6677909439240233472,5.952,2.684,-2.684
6678937478314860160,11,2.4,-1.6
6681720724498802176,2.4,0.9,-1.1
6682513094425008640,3.49,3.49,-3.37
6683371847364921088,9.4,3.8,-3.8
6692069568458919040,2.747,0.838,-0.838
6697758334244808192,7.957,1.096,-1.096
6710517793025165696,4.5,0.7,-0.7
6715688452614516736,5.4,5.7,-4.9
6724520279784564864,4,3.8,-3.8
675443053940533760,11.1,1.1,-6.9
6766134630213144704,1.78,0.55,-0.55
6767008363999712512,5.1,1.7,-1.7
6771939433131924096,3.3,1.7,-1.7
6772454416893148928,8.96,1.7,-1.7
6778662809294560896,6.8,1.8,-1.8
6779308394419726848,10.02,3.29,-7.3
6780546169633474944,4,NULL,NULL
6790773586275235200,1.7,0.32,-0.26
6794047652729201024,0.0185,0.0024,-0.0024
6794047652729201024,0.019,0.01,-0.006
6794047652729201024,0.0201,0.0025,-0.0024
6801474136516893184,7.4,1.6,-1.5
6803000980210856704,2.5,1.7,-1.7
6805149288493408640,4.9,1.7,-1.7
6805886373600546176,3.2,0.6,-0.4
6806639397331208320,9.55,0.99,-1.55
6812056381881853056,1.36,1.26,-1.26
6828814283414902912,4.1,0.63,-0.63
6832155218215202944,2.9,0.1,-0.1
6840435777723109888,12.48,3.23,-3.68
6843672087120107264,0.155,0.015,-0.015
6847167606385195648,7.81,0.9,-0.9
6850309426503755520,1.2,1.1,-1.1
6857756246957592320,1.3,1.5,-0.8
6858088299469303168,11,1.4,-2
686996756484129664,2.71,1.45,-1.45
6888469489370835840,9.5,0.5,-0.5
6910753016653587840,1.8,0.8,-0.8
704966762213039488,10,NULL,NULL
704967037090946688,10,NULL,NULL
709709093301608448,3.1,0.1,-0.1
713135102814770432,3.2,0.4,-0.4
726500525642401536,11.2,2.5,-2.6
727624020367528576,4.44,0.78,-0.89
729899906357408768,1.3,1.2,-0.8
732857558276385664,12.4,5.2,-5.2
734156218947945216,2.6,1.5,-1.5
741184091114529792,7.9,1.3,-1.3
747266452000257280,7.6,2.8,-1.8
750888548244441344,0.65,0.15,-0.15
759209995840837248,5.9,2.9,-1.7
778052193462283648,5.1,2.2,-2
790236569006916096,5.417,4.165,-4.165
796063843195758208,7.4,0.9,-1.1
796185407950360192,4.1,3.2,-2.4
796443724462555904,0.15,0.05,-0.05
803285607362611840,0.8,1.1,-0.5
852608874351434752,4.66,0.52,-1.12
861975270310252416,4.2,0.2,-0.2
869913435026514688,6.7,5.7,-3.8
875071278432954240,0.414,0.023,-0.023
876608292608416512,4.5,1.6,-1.1
877846136542812160,1.45,0.51,-0.51
886479673643853952,1.22,0.76,-0.76
898844639674672640,0.5,0.3,-0.15
902448598271728256,3.4,3.8,-2.4
934346740559239296,7.1,2.5,-2.9
939072613334579328,6.8,4.6,-4.7
94468978202180352,5.6,2.3,-2.2
959971546241608576,2.39,0.37,-0.37
978086481343568128,7.08,2.87,-1.98
995754258812449024,3.2,0.5,-0.5
996878131494639488,7.1,4.5,-4.5
